Channel,LocID Root,Baseline,Band,Inst. Code,Orien. Code,sps,LocID,Chan Code,locID.CHA
550,Magnetomer1,00,Transmitted raw data,M,F,1,2,02,MF1,02.MF1
551,Magnetomer1,00,Transmitted raw data,L,F,1,1,00,LF1,00.LF1
552,Magnetomer1,00,Transmitted raw data,V,F,1,0.5,00,VF1,00.VF1
553,Magnetomer1,00,Transmitted raw data,V,F,1,0.25,01,VF1,01.VF1
554,Magnetomer1,00,Transmitted raw data,V,F,1,0.2,02,VF1,02.VF1
555,Magnetomer1,00,Transmitted raw data,V,F,1,0.1,03,VF1,03.VF1
556,Magnetomer1,00,Transmitted raw data,U,F,1,0.05,00,UF1,00.UF1
557,Magnetomer1,00,Transmitted raw data,U,F,1,0.025,01,UF1,01.UF1
558,Magnetomer1,00,Transmitted raw data,U,F,1,0.02,02,UF1,02.UF1
559,Magnetomer1,00,Transmitted raw data,U,F,1,0.01,03,UF1,03.UF1
560,Magnetomer1,00,Transmitted raw data,R,F,1,0.005,00,RF1,00.RF1
561,Magnetomer1,00,Transmitted raw data,R,F,1,0.001,01,RF1,01.RF1
562,Magnetomer1,00,Transmitted raw data,R,F,1,1/1800,02,RF1,02.RF1
563,Magnetomer1,00,Transmitted raw data,R,F,1,1/3600,03,RF1,03.RF1
564,Magnetomer2,00,Transmitted raw data,B,F,2,50,00,BF2,00.BF2
565,Magnetomer2,00,Transmitted raw data,B,F,2,25,01,BF2,01.BF2
566,Magnetomer2,00,Transmitted raw data,B,F,2,20,02,BF2,02.BF2
567,Magnetomer2,00,Transmitted raw data,B,F,2,10,03,BF2,03.BF2
568,Magnetomer2,00,Transmitted raw data,M,F,2,5,00,MF2,00.MF2
569,Magnetomer2,00,Transmitted raw data,M,F,2,4,01,MF2,01.MF2
570,Magnetomer2,00,Transmitted raw data,M,F,2,2,02,MF2,02.MF2
571,Magnetomer2,00,Transmitted raw data,L,F,2,1,00,LF2,00.LF2
572,Magnetomer2,00,Transmitted raw data,V,F,2,0.5,00,VF2,00.VF2
573,Magnetomer2,00,Transmitted raw data,V,F,2,0.25,01,VF2,01.VF2
574,Magnetomer2,00,Transmitted raw data,V,F,2,0.2,02,VF2,02.VF2
575,Magnetomer2,00,Transmitted raw data,V,F,2,0.1,03,VF2,03.VF2
576,Magnetomer2,00,Transmitted raw data,U,F,2,0.05,00,UF2,00.UF2
577,Magnetomer2,00,Transmitted raw data,U,F,2,0.025,01,UF2,01.UF2
578,Magnetomer2,00,Transmitted raw data,U,F,2,0.02,02,UF2,02.UF2
579,Magnetomer2,00,Transmitted raw data,U,F,2,0.01,03,UF2,03.UF2
580,Magnetomer2,00,Transmitted raw data,R,F,2,0.005,00,RF2,00.RF2
581,Magnetomer2,00,Transmitted raw data,R,F,2,0.001,01,RF2,01.RF2
582,Magnetomer2,00,Transmitted raw data,R,F,2,1/1800,02,RF2,02.RF2
583,Magnetomer2,00,Transmitted raw data,R,F,2,1/3600,03,RF2,03.RF2
584,Magnetomer3,00,Transmitted raw data,B,F,3,50,00,BF3,00.BF3
585,Magnetomer3,00,Transmitted raw data,B,F,3,25,01,BF3,01.BF3
586,Magnetomer3,00,Transmitted raw data,B,F,3,20,02,BF3,02.BF3
587,Magnetomer3,00,Transmitted raw data,B,F,3,10,03,BF3,03.BF3
588,Magnetomer3,00,Transmitted raw data,M,F,3,5,00,MF3,00.MF3
589,Magnetomer3,00,Transmitted raw data,M,F,3,4,01,MF3,01.MF3
590,Magnetomer3,00,Transmitted raw data,M,F,3,2,02,MF3,02.MF3
591,Magnetomer3,00,Transmitted raw data,L,F,3,1,00,LF3,00.LF3
592,Magnetomer3,00,Transmitted raw data,V,F,3,0.5,00,VF3,00.VF3
593,Magnetomer3,00,Transmitted raw data,V,F,3,0.25,01,VF3,01.VF3
594,Magnetomer3,00,Transmitted raw data,V,F,3,0.2,02,VF3,02.VF3
595,Magnetomer3,00,Transmitted raw data,V,F,3,0.1,03,VF3,03.VF3
596,Magnetomer3,00,Transmitted raw data,U,F,3,0.05,00,UF3,00.UF3
597,Magnetomer3,00,Transmitted raw data,U,F,3,0.025,01,UF3,01.UF3
598,Magnetomer3,00,Transmitted raw data,U,F,3,0.02,02,UF3,02.UF3
599,Magnetomer3,00,Transmitted raw data,U,F,3,0.01,03,UF3,03.UF3
600,Magnetomer3,00,Transmitted raw data,R,F,3,0.005,00,RF3,00.RF3
601,Magnetomer3,00,Transmitted raw data,R,F,3,0.001,01,RF3,01.RF3
602,Magnetomer3,00,Transmitted raw data,R,F,3,1/1800,02,RF3,02.RF3
603,Magnetomer3,00,Transmitted raw data,R,F,3,1/3600,03,RF3,03.RF3
604,Magnetometer temperature,00,Transmitted raw data,B,K,M,50,00,BKM,00.BKM
605,Magnetometer temperature,00,Transmitted raw data,B,K,M,25,01,BKM,01.BKM
606,Magnetometer temperature,00,Transmitted raw data,B,K,M,20,02,BKM,02.BKM
607,Magnetometer temperature,00,Transmitted raw data,B,K,M,10,03,BKM,03.BKM
608,Magnetometer temperature,00,Transmitted raw data,M,K,M,5,00,MKM,00.MKM
609,Magnetometer temperature,00,Transmitted raw data,M,K,M,4,01,MKM,01.MKM
610,Magnetometer temperature,00,Transmitted raw data,M,K,M,2,02,MKM,02.MKM
611,Magnetometer temperature,00,Transmitted raw data,L,K,M,1,00,LKM,00.LKM
612,Magnetometer temperature,00,Transmitted raw data,V,K,M,0.5,00,VKM,00.VKM
613,Magnetometer temperature,00,Transmitted raw data,V,K,M,0.25,01,VKM,01.VKM
614,Magnetometer temperature,00,Transmitted raw data,V,K,M,0.2,02,VKM,02.VKM
615,Magnetometer temperature,00,Transmitted raw data,V,K,M,0.1,03,VKM,03.VKM
616,Magnetometer temperature,00,Transmitted raw data,U,K,M,0.05,00,UKM,00.UKM
617,Magnetometer temperature,00,Transmitted raw data,U,K,M,0.025,01,UKM,01.UKM
618,Magnetometer temperature,00,Transmitted raw data,U,K,M,0.02,02,UKM,02.UKM
619,Magnetometer temperature,00,Transmitted raw data,U,K,M,0.01,03,UKM,03.UKM
620,Magnetometer temperature,00,Transmitted raw data,R,K,M,0.005,00,RKM,00.RKM
621,Magnetometer temperature,00,Transmitted raw data,R,K,M,0.001,01,RKM,01.RKM
622,Magnetometer temperature,00,Transmitted raw data,R,K,M,1/1800,02,RKM,02.RKM
623,Magnetometer temperature,00,Transmitted raw data,R,K,M,1/3600,03,RKM,03.RKM
624,S/C Power Voltage,80,Transmitted raw data,L,E,V,1,80,LEV,80.LEV
625,S/C Power Voltage,80,Transmitted raw data,V,E,V,0.5,80,VEV,80.VEV
626,S/C Power Voltage,80,Transmitted raw data,V,E,V,0.25,81,VEV,81.VEV
627,S/C Power Voltage,80,Transmitted raw data,V,E,V,0.2,82,VEV,82.VEV
628,S/C Power Voltage,80,Transmitted raw data,V,E,V,0.1,83,VEV,83.VEV
629,S/C Power Voltage,80,Transmitted raw data,U,E,V,0.05,80,UEV,80.UEV
630,S/C Power Voltage,80,Transmitted raw data,U,E,V,0.025,81,UEV,81.UEV
631,S/C Power Voltage,80,Transmitted raw data,U,E,V,0.02,82,UEV,82.UEV
632,S/C Power Voltage,80,Transmitted raw data,U,E,V,0.01,83,UEV,83.UEV
633,S/C Power Voltage,80,Transmitted raw data,R,E,V,0.005,80,REV,80.REV
634,S/C Power Voltage,80,Transmitted raw data,R,E,V,0.001,81,REV,81.REV
635,S/C Power Voltage,80,Transmitted raw data,R,E,V,1/1800,82,REV,82.REV
636,S/C Power Voltage,80,Transmitted raw data,R,E,V,1/3600,83,REV,83.REV
638,SP1 (High Gain),65,Transmitted raw data,E,H,U,100,65,EHU,65.EHU
639,SP1 (High Gain),65,Transmitted raw data,S,H,U,50,65,SHU,65.SHU
640,SP1 (High Gain),65,Transmitted raw data,S,H,U,25,66,SHU,66.SHU
641,SP1 (High Gain),65,Transmitted raw data,S,H,U,20,67,SHU,67.SHU
642,SP1 (High Gain),65,Transmitted raw data,S,H,U,10,68,SHU,68.SHU
643,SP1 (High Gain),65,Transmitted raw data,M,H,U,5,65,MHU,65.MHU
644,SP1 (High Gain),65,Transmitted raw data,M,H,U,4,66,MHU,66.MHU
645,SP1 (High Gain),65,Transmitted raw data,M,H,U,2,67,MHU,67.MHU
646,SP1 (High Gain),65,Transmitted raw data,L,H,U,1,65,LHU,65.LHU
647,SP2 (High Gain),65,Transmitted raw data,E,H,V,100,65,EHV,65.EHV
648,SP2 (High Gain),65,Transmitted raw data,S,H,V,50,65,SHV,65.SHV
649,SP2 (High Gain),65,Transmitted raw data,S,H,V,25,66,SHV,66.SHV
650,SP2 (High Gain),65,Transmitted raw data,S,H,V,20,67,SHV,67.SHV
651,SP2 (High Gain),65,Transmitted raw data,S,H,V,10,68,SHV,68.SHV
652,SP2 (High Gain),65,Transmitted raw data,M,H,V,5,65,MHV,65.MHV
653,SP2 (High Gain),65,Transmitted raw data,M,H,V,4,66,MHV,66.MHV
654,SP2 (High Gain),65,Transmitted raw data,M,H,V,2,67,MHV,67.MHV
655,SP2 (High Gain),65,Transmitted raw data,L,H,V,1,65,LHV,65.LHV
656,SP3 (High Gain),65,Transmitted raw data,E,H,W,100,65,EHW,65.EHW
657,SP3 (High Gain),65,Transmitted raw data,S,H,W,50,65,SHW,65.SHW
658,SP3 (High Gain),65,Transmitted raw data,S,H,W,25,66,SHW,66.SHW
659,SP3 (High Gain),65,Transmitted raw data,S,H,W,20,67,SHW,67.SHW
660,SP3 (High Gain),65,Transmitted raw data,S,H,W,10,68,SHW,68.SHW
661,SP3 (High Gain),65,Transmitted raw data,M,H,W,5,65,MHW,65.MHW
662,SP3 (High Gain),65,Transmitted raw data,M,H,W,4,66,MHW,66.MHW
663,SP3 (High Gain),65,Transmitted raw data,M,H,W,2,67,MHW,67.MHW
664,SP3 (High Gain),65,Transmitted raw data,L,H,W,1,65,LHW,65.LHW
665,SP1 ( Low Gain),70,Transmitted raw data,E,H,U,100,70,EHU,70.EHU
666,SP1 ( Low Gain),70,Transmitted raw data,S,H,U,50,70,SHU,70.SHU
667,SP1 ( Low Gain),70,Transmitted raw data,S,H,U,25,71,SHU,71.SHU
668,SP1 ( Low Gain),70,Transmitted raw data,S,H,U,20,72,SHU,72.SHU
669,SP1 ( Low Gain),70,Transmitted raw data,S,H,U,10,73,SHU,73.SHU
670,SP1 ( Low Gain),70,Transmitted raw data,M,H,U,5,70,MHU,70.MHU
671,SP1 ( Low Gain),70,Transmitted raw data,M,H,U,4,71,MHU,71.MHU
672,SP1 ( Low Gain),70,Transmitted raw data,M,H,U,2,72,MHU,72.MHU
673,SP1 ( Low Gain),70,Transmitted raw data,L,H,U,1,73,LHU,73.LHU
674,SP1 ( Low Gain),70,Transmitted raw data,V,H,U,0.5,70,VHU,70.VHU
675,SP1 ( Low Gain),70,Transmitted raw data,V,H,U,0.25,71,VHU,71.VHU
676,SP1 ( Low Gain),70,Transmitted raw data,V,H,U,0.2,72,VHU,72.VHU
677,SP1 ( Low Gain),70,Transmitted raw data,V,H,U,0.1,73,VHU,73.VHU
678,SP1 ( Low Gain),70,Transmitted raw data,U,H,U,0.05,70,UHU,70.UHU
679,SP1 ( Low Gain),70,Transmitted raw data,U,H,U,0.025,71,UHU,71.UHU
680,SP1 ( Low Gain),70,Transmitted raw data,U,H,U,0.02,72,UHU,72.UHU
681,SP1 ( Low Gain),70,Transmitted raw data,U,H,U,0.01,73,UHU,73.UHU
682,SP1 ( Low Gain),70,Transmitted raw data,R,H,U,0.005,70,RHU,70.RHU
683,SP1 ( Low Gain),70,Transmitted raw data,R,H,U,0.001,71,RHU,71.RHU
684,SP1 ( Low Gain),70,Transmitted raw data,R,H,U,1/1800,72,RHU,72.RHU
685,SP1 ( Low Gain),70,Transmitted raw data,R,H,U,1/3600,73,RHU,73.RHU
686,SP2 (Low Gain),70,Transmitted raw data,E,H,V,100,70,EHV,70.EHV
687,SP2 (Low Gain),70,Transmitted raw data,S,H,V,50,70,SHV,70.SHV
688,SP2 (Low Gain),70,Transmitted raw data,S,H,V,25,71,SHV,71.SHV
689,SP2 (Low Gain),70,Transmitted raw data,S,H,V,20,72,SHV,72.SHV
690,SP2 (Low Gain),70,Transmitted raw data,S,H,V,10,73,SHV,73.SHV
691,SP2 (Low Gain),70,Transmitted raw data,M,H,V,5,70,MHV,70.MHV
692,SP2 (Low Gain),70,Transmitted raw data,M,H,V,4,71,MHV,71.MHV
693,SP2 (Low Gain),70,Transmitted raw data,M,H,V,2,72,MHV,72.MHV
694,SP2 (Low Gain),70,Transmitted raw data,L,H,V,1,73,LHV,73.LHV
695,SP2 (Low Gain),70,Transmitted raw data,V,H,V,0.5,70,VHV,70.VHV
696,SP2 (Low Gain),70,Transmitted raw data,V,H,V,0.25,71,VHV,71.VHV
697,SP2 (Low Gain),70,Transmitted raw data,V,H,V,0.2,72,VHV,72.VHV
698,SP2 (Low Gain),70,Transmitted raw data,V,H,V,0.1,73,VHV,73.VHV
699,SP2 (Low Gain),70,Transmitted raw data,U,H,V,0.05,70,UHV,70.UHV
700,SP2 (Low Gain),70,Transmitted raw data,U,H,V,0.025,71,UHV,71.UHV
701,SP2 (Low Gain),70,Transmitted raw data,U,H,V,0.02,72,UHV,72.UHV
702,SP2 (Low Gain),70,Transmitted raw data,U,H,V,0.01,73,UHV,73.UHV
703,SP2 (Low Gain),70,Transmitted raw data,R,H,V,0.005,70,RHV,70.RHV
704,SP2 (Low Gain),70,Transmitted raw data,R,H,V,0.001,71,RHV,71.RHV
705,SP2 (Low Gain),70,Transmitted raw data,R,H,V,1/1800,72,RHV,72.RHV
706,SP2 (Low Gain),70,Transmitted raw data,R,H,V,1/3600,73,RHV,73.RHV
707,SP3 (Low Gain),70,Transmitted raw data,E,H,W,100,70,EHW,70.EHW
708,SP3 (Low Gain),70,Transmitted raw data,S,H,W,50,70,SHW,70.SHW
709,SP3 (Low Gain),70,Transmitted raw data,S,H,W,25,71,SHW,71.SHW
710,SP3 (Low Gain),70,Transmitted raw data,S,H,W,20,72,SHW,72.SHW
711,SP3 (Low Gain),70,Transmitted raw data,S,H,W,10,73,SHW,73.SHW
712,SP3 (Low Gain),70,Transmitted raw data,M,H,W,5,70,MHW,70.MHW
713,SP3 (Low Gain),70,Transmitted raw data,M,H,W,4,71,MHW,71.MHW
714,SP3 (Low Gain),70,Transmitted raw data,M,H,W,2,72,MHW,72.MHW
715,SP3 (Low Gain),70,Transmitted raw data,L,H,W,1,73,LHW,73.LHW
716,SP3 (Low Gain),70,Transmitted raw data,V,H,W,0.5,70,VHW,70.VHW
717,SP3 (Low Gain),70,Transmitted raw data,V,H,W,0.25,71,VHW,71.VHW
718,SP3 (Low Gain),70,Transmitted raw data,V,H,W,0.2,72,VHW,72.VHW
719,SP3 (Low Gain),70,Transmitted raw data,V,H,W,0.1,73,VHW,73.VHW
720,SP3 (Low Gain),70,Transmitted raw data,U,H,W,0.05,70,UHW,70.UHW
721,SP3 (Low Gain),70,Transmitted raw data,U,H,W,0.025,71,UHW,71.UHW
722,SP3 (Low Gain),70,Transmitted raw data,U,H,W,0.02,72,UHW,72.UHW
723,SP3 (Low Gain),70,Transmitted raw data,U,H,W,0.01,73,UHW,73.UHW
724,SP3 (Low Gain),70,Transmitted raw data,R,H,W,0.005,70,RHW,70.RHW
725,SP3 (Low Gain),70,Transmitted raw data,R,H,W,0.001,71,RHW,71.RHW
726,SP3 (Low Gain),70,Transmitted raw data,R,H,W,1/1800,72,RHW,72.RHW
727,SP3 (Low Gain),70,Transmitted raw data,R,H,W,1/3600,73,RHW,73.RHW
729,SEISVELZ,55,Transmitted processed data,H,Z,C,100,55,HZC,55.HZC
730,SEISVELZ,55,Transmitted processed data,B,Z,C,50,55,BZC,55.BZC
731,SEISVELZ,55,Transmitted processed data,B,Z,C,25,56,BZC,56.BZC
732,SEISVELZ,55,Transmitted processed data,B,Z,C,20,57,BZC,57.BZC
733,SEISVELZ,55,Transmitted processed data,B,Z,C,10,58,BZC,58.BZC
734,SEISVELZ,55,Transmitted processed data,M,Z,C,5,55,MZC,55.MZC
735,SEISVELZ,55,Transmitted processed data,M,Z,C,4,56,MZC,56.MZC
736,SEISVELZ,55,Transmitted processed data,M,Z,C,2,57,MZC,57.MZC
737,SEISVELZ,55,Transmitted processed data,L,Z,C,1,58,LZC,58.LZC
738,SEISVELZ,55,Transmitted processed data,V,Z,C,0.5,55,VZC,55.VZC
739,SEISVELZ,55,Transmitted processed data,V,Z,C,0.25,56,VZC,56.VZC
740,SEISVELZ,55,Transmitted processed data,V,Z,C,0.2,57,VZC,57.VZC
741,SEISVELZ,55,Transmitted processed data,V,Z,C,0.1,58,VZC,58.VZC
742,SEISVELZ,55,Transmitted processed data,U,Z,C,0.05,55,UZC,55.UZC
743,SEISVELZ,55,Transmitted processed data,U,Z,C,0.025,56,UZC,56.UZC
744,SEISVELZ,55,Transmitted processed data,U,Z,C,0.02,57,UZC,57.UZC
745,SEISVELZ,55,Transmitted processed data,U,Z,C,0.01,58,UZC,58.UZC
746,SEISVELZ,55,Transmitted processed data,R,Z,C,0.005,55,RZC,55.RZC
747,SEISVELZ,55,Transmitted processed data,R,Z,C,0.001,56,RZC,56.RZC
748,SEISVELZ,55,Transmitted processed data,R,Z,C,1/1800,57,RZC,57.RZC
749,SEISVELZ,55,Transmitted processed data,R,Z,C,1/3600,58,RZC,58.RZC
750,SPZ,75,Transmitted processed data,E,Z,C,100,75,EZC,75.EZC
751,SPZ,75,Transmitted processed data,S,Z,C,50,75,SZC,75.SZC
752,SPZ,75,Transmitted processed data,S,Z,C,25,76,SZC,76.SZC
753,SPZ,75,Transmitted processed data,S,Z,C,20,77,SZC,77.SZC
754,SPZ,75,Transmitted processed data,S,Z,C,10,78,SZC,78.SZC
755,SPZ,75,Transmitted processed data,M,Z,C,5,75,MZC,75.MZC
756,SPZ,75,Transmitted processed data,M,Z,C,4,76,MZC,76.MZC
757,SPZ,75,Transmitted processed data,M,Z,C,2,77,MZC,77.MZC
758,SPZ,75,Transmitted processed data,L,Z,C,1,78,LZC,78.LZC
759,SPZ,75,Transmitted processed data,V,Z,C,0.5,75,VZC,75.VZC
760,SPZ,75,Transmitted processed data,V,Z,C,0.25,76,VZC,76.VZC
761,SPZ,75,Transmitted processed data,V,Z,C,0.2,77,VZC,77.VZC
762,SPZ,75,Transmitted processed data,V,Z,C,0.1,78,VZC,78.VZC
763,SPZ,75,Transmitted processed data,U,Z,C,0.05,75,UZC,75.UZC
764,SPZ,75,Transmitted processed data,U,Z,C,0.025,76,UZC,76.UZC
765,SPZ,75,Transmitted processed data,U,Z,C,0.02,77,UZC,77.UZC
766,SPZ,75,Transmitted processed data,U,Z,C,0.01,78,UZC,78.UZC
767,SPZ,75,Transmitted processed data,R,Z,C,0.005,75,RZC,75.RZC
768,SPZ,75,Transmitted processed data,R,Z,C,0.001,76,RZC,76.RZC
769,SPZ,75,Transmitted processed data,R,Z,C,1/1800,77,RZC,77.RZC
770,SPZ,75,Transmitted processed data,R,Z,C,1/3600,78,RZC,78.RZC
771,VBBR ,80,Transmitted processed data,H,Z,C,100,80,HZC,80.HZC
772,VBBR ,80,Transmitted processed data,B,Z,C,50,80,BZC,80.BZC
773,VBBR ,80,Transmitted processed data,B,Z,C,25,81,BZC,81.BZC
774,VBBR ,80,Transmitted processed data,B,Z,C,20,82,BZC,82.BZC
775,VBBR ,80,Transmitted processed data,B,Z,C,10,83,BZC,83.BZC
776,VBBR ,80,Transmitted processed data,M,Z,C,5,80,MZC,80.MZC
777,VBBR ,80,Transmitted processed data,M,Z,C,4,81,MZC,81.MZC
778,VBBR ,80,Transmitted processed data,M,Z,C,2,82,MZC,82.MZC
779,VBBR ,80,Transmitted processed data,L,Z,C,1,83,LZC,83.LZC
780,VBBR ,80,Transmitted processed data,V,Z,C,0.5,80,VZC,80.VZC
781,VBBR ,80,Transmitted processed data,V,Z,C,0.25,81,VZC,81.VZC
782,VBBR ,80,Transmitted processed data,V,Z,C,0.2,82,VZC,82.VZC
783,VBBR ,80,Transmitted processed data,V,Z,C,0.1,83,VZC,83.VZC
784,VBBR ,80,Transmitted processed data,U,Z,C,0.05,80,UZC,80.UZC
785,VBBR ,80,Transmitted processed data,U,Z,C,0.025,81,UZC,81.UZC
786,VBBR ,80,Transmitted processed data,U,Z,C,0.02,82,UZC,82.UZC
787,VBBR ,80,Transmitted processed data,U,Z,C,0.01,83,UZC,83.UZC
788,VBBR ,80,Transmitted processed data,R,Z,C,0.005,80,RZC,80.RZC
789,VBBR ,80,Transmitted processed data,R,Z,C,0.001,81,RZC,81.RZC
790,VBBR ,80,Transmitted processed data,R,Z,C,1/1800,82,RZC,82.RZC
791,VBBR ,80,Transmitted processed data,R,Z,C,1/3600,83,RZC,83.RZC
792,SPR,20,Transmitted processed data,H,Z,C,100,20,HZC,20.HZC
793,SPR,20,Transmitted processed data,B,Z,C,50,20,BZC,20.BZC
794,SPR,20,Transmitted processed data,B,Z,C,25,21,BZC,21.BZC
795,SPR,20,Transmitted processed data,B,Z,C,20,22,BZC,22.BZC
796,SPR,20,Transmitted processed data,B,Z,C,10,23,BZC,23.BZC
797,SPR,20,Transmitted processed data,M,Z,C,5,20,MZC,20.MZC
798,SPR,20,Transmitted processed data,M,Z,C,4,21,MZC,21.MZC
799,SPR,20,Transmitted processed data,M,Z,C,2,22,MZC,22.MZC
800,SPR,20,Transmitted processed data,L,Z,C,1,23,LZC,23.LZC
801,SPR,20,Transmitted processed data,V,Z,C,0.5,20,VZC,20.VZC
802,SPR,20,Transmitted processed data,V,Z,C,0.25,21,VZC,21.VZC
803,SPR,20,Transmitted processed data,V,Z,C,0.2,22,VZC,22.VZC
804,SPR,20,Transmitted processed data,V,Z,C,0.1,23,VZC,23.VZC
805,SPR,20,Transmitted processed data,U,Z,C,0.05,20,UZC,20.UZC
806,SPR,20,Transmitted processed data,U,Z,C,0.025,21,UZC,21.UZC
807,SPR,20,Transmitted processed data,U,Z,C,0.02,22,UZC,22.UZC
808,SPR,20,Transmitted processed data,U,Z,C,0.01,23,UZC,23.UZC
809,SPR,20,Transmitted processed data,R,Z,C,0.005,20,RZC,20.RZC
810,SPR,20,Transmitted processed data,R,Z,C,0.001,21,RZC,21.RZC
811,SPR,20,Transmitted processed data,R,Z,C,1/1800,22,RZC,22.RZC
812,SPR,20,Transmitted processed data,R,Z,C,1/3600,23,RZC,23.RZC
813,ESTAVBB,40,Transmitted processed data,L,H,Z,1,40,LHZ,40.LHZ
814,ESTAVBB,40,Transmitted processed data,V,H,Z,0.5,40,VHZ,40.VHZ
815,ESTAVBB,40,Transmitted processed data,V,H,Z,0.25,41,VHZ,41.VHZ
816,ESTAVBB,40,Transmitted processed data,V,H,Z,0.2,42,VHZ,42.VHZ
817,ESTAVBB,40,Transmitted processed data,V,H,Z,0.1,43,VHZ,43.VHZ
818,ESTAVBB,40,Transmitted processed data,U,H,Z,0.05,40,UHZ,40.UHZ
819,ESTAVBB,40,Transmitted processed data,U,H,Z,0.025,41,UHZ,41.UHZ
820,ESTAVBB,40,Transmitted processed data,U,H,Z,0.02,42,UHZ,42.UHZ
821,ESTAVBB,40,Transmitted processed data,U,H,Z,0.01,43,UHZ,43.UHZ
822,ESTAVBB,40,Transmitted processed data,R,H,Z,0.005,40,RHZ,40.RHZ
823,ESTAVBB,40,Transmitted processed data,R,H,Z,0.001,41,RHZ,41.RHZ
824,ESTAVBB,40,Transmitted processed data,R,H,Z,1/1800,42,RHZ,42.RHZ
825,ESTAVBB,40,Transmitted processed data,R,H,Z,1/3600,43,RHZ,43.RHZ
826,MAXVBB,45,Transmitted processed data,L,Y,Z,1,45,LYZ,45.LYZ
827,MAXVBB,45,Transmitted processed data,V,Y,Z,0.5,45,VYZ,45.VYZ
828,MAXVBB,45,Transmitted processed data,V,Y,Z,0.25,46,VYZ,46.VYZ
829,MAXVBB,45,Transmitted processed data,V,Y,Z,0.2,47,VYZ,47.VYZ
830,MAXVBB,45,Transmitted processed data,V,Y,Z,0.1,48,VYZ,48.VYZ
831,MAXVBB,45,Transmitted processed data,U,Y,Z,0.05,45,UYZ,45.UYZ
832,MAXVBB,45,Transmitted processed data,U,Y,Z,0.025,46,UYZ,46.UYZ
833,MAXVBB,45,Transmitted processed data,U,Y,Z,0.02,47,UYZ,47.UYZ
834,MAXVBB,45,Transmitted processed data,U,Y,Z,0.01,48,UYZ,48.UYZ
835,MAXVBB,45,Transmitted processed data,R,Y,Z,0.005,45,RYZ,45.RYZ
836,MAXVBB,45,Transmitted processed data,R,Y,Z,0.001,46,RYZ,46.RYZ
837,MAXVBB,45,Transmitted processed data,R,Y,Z,1/1800,47,RYZ,47.RYZ
838,MAXVBB,45,Transmitted processed data,R,Y,Z,1/3600,48,RYZ,48.RYZ
839,ESTASP,85,Transmitted processed data,L,L,Z,1,85,LLZ,85.LLZ
840,ESTASP,85,Transmitted processed data,V,L,Z,0.5,85,VLZ,85.VLZ
841,ESTASP,85,Transmitted processed data,V,L,Z,0.25,86,VLZ,86.VLZ
842,ESTASP,85,Transmitted processed data,V,L,Z,0.2,87,VLZ,87.VLZ
843,ESTASP,85,Transmitted processed data,V,L,Z,0.1,88,VLZ,88.VLZ
844,ESTASP,85,Transmitted processed data,U,L,Z,0.05,85,ULZ,85.ULZ
845,ESTASP,85,Transmitted processed data,U,L,Z,0.025,86,ULZ,86.ULZ
846,ESTASP,85,Transmitted processed data,U,L,Z,0.02,87,ULZ,87.ULZ
847,ESTASP,85,Transmitted processed data,U,L,Z,0.01,88,ULZ,88.ULZ
848,ESTASP,85,Transmitted processed data,R,L,Z,0.005,85,RLZ,85.RLZ
849,ESTASP,85,Transmitted processed data,R,L,Z,0.001,86,RLZ,86.RLZ
850,ESTASP,85,Transmitted processed data,R,L,Z,1/1800,87,RLZ,87.RLZ
851,ESTASP,85,Transmitted processed data,R,L,Z,1/3600,88,RLZ,88.RLZ
852,MAXSP,90,Transmitted processed data,L,Y,Z,1,90,LYZ,90.LYZ
853,MAXSP,90,Transmitted processed data,V,Y,Z,0.5,90,VYZ,90.VYZ
854,MAXSP,90,Transmitted processed data,V,Y,Z,0.25,91,VYZ,91.VYZ
855,MAXSP,90,Transmitted processed data,V,Y,Z,0.2,92,VYZ,92.VYZ
856,MAXSP,90,Transmitted processed data,V,Y,Z,0.1,93,VYZ,93.VYZ
857,MAXSP,90,Transmitted processed data,U,Y,Z,0.05,90,UYZ,90.UYZ
858,MAXSP,90,Transmitted processed data,U,Y,Z,0.025,91,UYZ,91.UYZ
859,MAXSP,90,Transmitted processed data,U,Y,Z,0.02,92,UYZ,92.UYZ
860,MAXSP,90,Transmitted processed data,U,Y,Z,0.01,93,UYZ,93.UYZ
861,MAXSP,90,Transmitted processed data,R,Y,Z,0.005,90,RYZ,90.RYZ
862,MAXSP,90,Transmitted processed data,R,Y,Z,0.001,91,RYZ,91.RYZ
863,MAXSP,90,Transmitted processed data,R,Y,Z,1/1800,92,RYZ,92.RYZ
864,MAXSP,90,Transmitted processed data,R,Y,Z,1/3600,93,RYZ,93.RYZ
865,MAGZ,20,Transmitted processed data,B,F,R,50,20,BFR,20.BFR
866,MAGZ,20,Transmitted processed data,B,F,R,25,21,BFR,21.BFR
867,MAGZ,20,Transmitted processed data,B,F,R,20,22,BFR,22.BFR
868,MAGZ,20,Transmitted processed data,B,F,R,10,23,BFR,23.BFR
869,MAGZ,20,Transmitted processed data,M,F,R,5,20,MFR,20.MFR
870,MAGZ,20,Transmitted processed data,M,F,R,4,21,MFR,21.MFR
871,MAGZ,20,Transmitted processed data,M,F,R,2,22,MFR,22.MFR
872,MAGZ,20,Transmitted processed data,L,F,R,1,20,LFR,20.LFR
873,MAGZ,20,Transmitted processed data,V,F,R,0.5,20,VFR,20.VFR
